otu	statistic	p.value	method	alternative	p.value.adj
Clostridiales (OTU 1672)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1673)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1675)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1677)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1681)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1682)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1683)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1686)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1690)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1698)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1699)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1700)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1701)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1703)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1704)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1707)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1709)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1712)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridium (OTU 1713)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1717)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1719)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Alistipes (OTU 1722)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Butyricimonas (OTU 1725)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1729)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1736)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1737)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1742)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1748)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acetatifactor (OTU 1750)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1758)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Dorea (OTU 1761)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1762)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1765)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1768)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1769)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridium (OTU 1771)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Alistipes (OTU 1774)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1777)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Alistipes (OTU 1779)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1780)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1783)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1789)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1791)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1793)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1795)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1799)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1802)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1804)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Dorea (OTU 1808)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1810)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1812)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Fusobacterium (OTU 1813)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Anaeroplasma (OTU 1816)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Anaeroplasma (OTU 1818)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Anaeroplasma (OTU 1820)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Alistipes (OTU 1822)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Brachybacterium (OTU 1830)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Dietzia (OTU 1831)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Micromonosporaceae (OTU 1834)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidetes (OTU 1842)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 1846)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Enterobacteriaceae (OTU 1849)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acinetobacter (OTU 1850)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidales (OTU 1851)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1857)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1860)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1863)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1868)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 1873)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 1874)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1875)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1877)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1878)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1885)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1886)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1891)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Alistipes (OTU 1892)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Alistipes (OTU 1893)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1894)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1901)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1902)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1903)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 1908)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1911)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1912)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1913)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidales (OTU 1915)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 1918)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1922)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1923)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1928)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1929)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1932)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 1934)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1935)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1936)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 1944)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1945)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1946)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1948)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 1950)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Erysipelotrichaceae (OTU 1959)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1962)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Phascolarctobacterium (OTU 1964)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1973)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1974)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1977)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1979)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteria (OTU 1982)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1988)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1989)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 1990)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 1993)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 1994)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 1996)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 1997)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2001)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2002)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Mucispirillum (OTU 2004)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 2005)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2006)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridia (OTU 2007)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2009)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2011)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacilli (OTU 2014)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacilli (OTU 2017)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Aquabacterium (OTU 2022)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2025)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2026)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridium (OTU 2027)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2030)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Betaproteobacteria (OTU 2037)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Rhodospirillaceae (OTU 2040)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Sphingomonadales (OTU 2044)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2059)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2062)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2064)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2066)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2067)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2069)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2080)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2084)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2089)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Akkermansia (OTU 2090)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2096)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2098)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2100)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2102)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2106)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2107)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2111)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2112)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2113)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2120)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2122)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2123)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Firmicutes (OTU 2131)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacillales (OTU 2139)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Prevotella (OTU 2152)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidales (OTU 2157)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2161)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 2162)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2168)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Barnesiella (OTU 2180)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 2183)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2189)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2199)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2205)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2209)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2213)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2216)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2221)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2225)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2233)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2238)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2242)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2245)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2247)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2252)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acetatifactor (OTU 2254)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2259)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Butyricicoccus (OTU 2269)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2280)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2282)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Dorea (OTU 2284)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2285)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2287)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridium (OTU 2288)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2290)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2295)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2296)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2298)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2300)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridium (OTU 2302)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2303)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2305)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Blautia (OTU 2313)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2324)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2327)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2329)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2330)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2333)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2336)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Hydrogenoanaerobacterium (OTU 2343)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroides (OTU 2347)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2361)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Paraprevotella (OTU 2366)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2373)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2378)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2380)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2381)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2387)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2393)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2405)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2411)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2412)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2413)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2422)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2438)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2439)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2440)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2442)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2443)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2447)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Prevotella (OTU 2452)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2453)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2458)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2467)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acetatifactor (OTU 2477)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2483)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2488)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2489)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidales (OTU 2497)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2498)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Oscillibacter (OTU 2504)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2509)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2513)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2515)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2516)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2531)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2533)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2534)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2542)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2553)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Acetatifactor (OTU 2556)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidales (OTU 2569)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2571)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2577)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2582)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2585)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2595)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2597)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2599)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2607)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Bacteroidales (OTU 2612)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2613)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Barnesiella (OTU 2617)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2620)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2622)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Anaerococcus (OTU 2630)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Clostridiales (OTU 2636)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2639)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2648)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2658)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2660)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Ruminococcaceae (OTU 2661)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Porphyromonadaceae (OTU 2664)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Parabacteroides (OTU 2678)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2680)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2681)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2694)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2700)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2702)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
Lachnospiraceae (OTU 2704)	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	NaN
